Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Syria,10.83306,24.5213,-8.65275,9.27136,2.29937,-7.65907,8.25768,3.72908,18.76792,-1.79685,8.95581,25.66072,-10.46985,25.79577,16.35158,12.25445,-1.79952,9.94259,0.88799,14.50812,7.75534,2.78909,2.32034,-7.61063,9.35081,-7.95293,1.68228,18.01114,-13.64728,3.73956,7.66647,12.97279,6.1509,7.21303,7.02659,9.82557,5.0238,6.7853,-3.55345,0.67564,1.04729,3.95483,7.20444,6.90296,6.21508,5.0462,5.67459,4.47667,5.91204,5.19191,2.85,-26.33902,-26.30009,-10.31034,-4.17979,-6.40559,-0.72328,1.39318,1.22071,-3.87368,-,-
Taiwan,7.05,8.93,10.74,12.63,11.89,9.63,11.15,9.71,9.59,11.51,13.43,13.87,12.83,2.67,6.19,14.28,11.41,13.56,8.83,8.04,7.1,4.81,9.02,10.05,4.81,11.51,12.75,8.02,8.72,5.54,8.37,8.31,6.81,7.5,6.5,6.18,6.05,4.2,6.73,6.31,-1.4,5.48,4.22,6.95,5.38,5.77,6.85,0.8,-1.61,10.25,3.67,2.22,2.48,4.72,1.47,2.17,3.31,2.79,3.06,3.39,6.53,2.35
Tajikistan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,-1.2,13.9,-6.5,-0.6,-7.1,-29,-16.4,-21.3,-12.41632,-16.7,1.68067,5.31287,3.69955,8.32432,9.58084,10.8,11,10.3,6.7,7,7.8,7.9,3.9,6.5,7.4,7.5,7.4,6.7,6.0193,6.9,7.1,7.6,7.4,4.4,9.4,8
Thailand,5.36215,7.55425,7.99983,6.831,8.18166,11.12252,8.61598,8.12227,6.55066,11.40795,4.89537,4.27851,10.23643,4.46625,4.97041,9.32681,9.84346,10.29575,5.37177,5.17354,5.90687,5.35235,5.5842,5.75243,4.64724,5.53383,9.51895,13.28811,12.19051,11.16716,8.55826,8.08339,8.25192,7.99702,8.12032,5.65194,-2.75358,-7.63404,4.57231,4.45525,3.44425,6.14904,7.18924,6.28934,4.18764,4.96781,5.43515,1.7257,-0.69062,7.51339,0.84013,7.2428,2.6875,0.98447,3.13405,3.43516,4.17768,4.22287,2.11456,-6.06693,1.4921,2.59473
Turkey,1.15607,5.57143,9.06631,5.45906,2.82353,11.21282,4.73251,6.778,4.08115,3.23351,5.56669,7.42579,3.26233,5.59447,7.17411,10.46118,3.40667,1.50293,-0.62411,-2.44735,4.85665,3.56323,4.97108,6.71202,4.24134,7.01203,9.48554,2.32074,0.29024,9.26615,0.72028,5.03563,7.65127,-4.66815,7.87827,7.37966,7.57766,2.40415,-3.26317,6.93324,-5.75001,6.44772,5.76321,9.79594,8.9923,6.94799,5.04351,0.81502,-4.82315,8.4271,11.20011,4.78849,8.48582,4.93972,6.08449,3.32308,7.502,2.97989,0.78361,1.94003,11.3535,5.56586
Turkmenistan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.02362,-4.25532,35.38456,-4.60526,-14.96599,1.5,-17.29986,-7.20004,6.69999,-11.4,7.1,16.5,5.46906,4.34385,0.25718,3.26883,5.00041,13.03403,10.97331,11.0593,14.7,6.1,9.2,14.7,11.1,10.2,10.3,6.5,6.2,6.5,6.2,6.3,-3.4,-,-
United Arab Emirates,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.52686,21.43933,-1.5896,20.92357,23.87477,4.65918,-6.71932,-4.74582,4.01695,-3.59448,-14.95814,3.38198,-2.61891,12.33789,18.32799,0.86008,3.34494,1.26119,6.89615,6.68789,5.7984,8.1904,0.29199,2.90221,10.8527,1.39909,2.43346,8.80054,9.56644,4.85514,9.83732,3.18439,3.19184,-5.24292,1.60285,6.92851,4.77663,5.05556,4.16569,6.78677,5.56149,0.73507,1.31391,1.10835,-4.95705,3.9163,7.4111
Uzbekistan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.13858,3.09129,1.6,-0.492,-11.2,-2.3,-5.2,-0.9,1.7,5.2,4.3,4.3,3.835,4.16384,3.97349,4.23263,7.449,6.95001,7.45142,9.47301,9.02916,8.05093,7.59717,7.52514,7.10244,7.29655,6.87384,7.21877,5.93215,4.39527,5.87974,5.98156,1.99559,7.40337,5.66882
Vietnam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.80586,2.78929,3.58347,5.13501,7.36451,5.10092,5.96084,8.64605,8.07273,8.83898,9.54048,9.34002,8.15208,5.76446,4.77359,6.78732,6.19289,6.32082,6.89906,7.53641,7.54725,6.97795,7.1295,5.66177,5.3979,6.42324,6.41318,5.50455,5.5535,6.42225,6.98717,6.69001,6.94019,7.46499,7.35928,2.86541,2.56155,8.0198
Yemen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.29349,8.2076,4.00197,6.72195,5.66937,4.63497,5.23111,6.00669,3.77553,6.18192,3.80365,3.93523,3.7474,3.9727,5.59175,3.17041,3.33843,3.64757,3.86623,7.70231,-12.7149,2.39299,4.82352,-0.18869,-27.99455,-9.37512,-5.0718,0.75245,-,-,-,-
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,4.68,4.47,1.07,11.11,4.76,14.36364,13.27504,2.10526,3.43643,6.31229,3.4375,1.81269,1.48368,0.87719,3.76812,8.93855,5.89744,1.45278,2.14797,7.94393,2.38095,-5.28541,2.00893,0.4814,-2.00348,6.66667,3.75,4.05622,0.44384,0.01921,-3.53438,-0.05974,3.00857,0.59961,4.39915,2.60048,4.6,3.9,3.38265,9.31716,7.22244,-1.47779,3.41071,2.32127,1.67421,5.54387,3.34514,-1.86596,-5.6267,-2.50288,-3.74274,-5.3053,-0.27971,-3.70107,0.77553,-0.65721,3.61142,-0.4328,0.30627,-6.83796,3.01382,2.92711
Canada,3.16329,7.42538,5.34955,6.64289,6.31671,6.70499,3.09121,4.99567,5.04546,-,-,-,-,-,-,-,-,-,-,-,-,-3.18726,2.60134,5.90846,4.7374,2.14497,4.07296,4.41011,2.31698,0.16467,-2.08609,0.90026,2.66086,4.49447,2.69398,1.61917,4.28004,3.89615,5.16291,5.17764,1.78997,3.01805,1.80152,3.08698,3.2042,2.6343,2.07183,1.00429,-2.92596,3.08992,3.1461,1.76096,2.32912,2.87004,0.65918,1.00139,3.03988,2.77704,1.88822,-5.07436,5.0118,3.3962
Greenland,-,-,-,-,-,-,-,-,-,-,13.06085,6.17727,6.80601,5.70625,0.64624,5.95921,8.82232,6.01672,4.8606,8.67601,0.66528,-4.41966,3.45722,-5.17962,3.65639,7.09732,5.51587,5.60361,6.65955,-11.71953,-0.11346,-5.1117,-5.02793,5.92437,3.72868,1.52964,1.46893,7.75798,1.37788,7.1016,1.26904,-0.97118,4.43005,6.90658,4.98749,5.55569,2.35244,6.16613,0.86595,1.73583,-0.49652,1.39419,-1.29828,4.74214,-2.52932,4.68195,0.05273,0.62307,2.83218,0.18761,1.29021,-
Mexico,5,4.66441,8.10689,11.90548,7.1,6.09614,5.85492,9.42328,3.41862,6.50248,3.76247,8.22881,7.86112,5.77683,5.74449,4.41744,3.39064,8.95694,9.69817,8.75662,9.48831,-0.00758,-4.36298,3.48671,1.87858,-3.70833,2.07035,1.27916,3.65495,5.20843,4.0376,3.50808,3.06902,4.94108,-6.29123,6.77326,6.84685,5.16393,2.75355,4.94245,-0.40439,-0.03984,1.44638,3.92059,2.30781,4.49508,2.29145,1.14358,-5.28574,5.11812,3.66301,3.64232,1.35409,2.84977,3.29315,2.63053,2.11313,2.19499,-0.19905,-7.98791,4.72057,3.06238
United States,2.3,6.1,4.4,5.8,6.4,6.5,2.5,4.8,3.1,-0.28349,3.29335,5.25891,5.64572,-0.54055,-0.20546,5.38814,4.62415,5.5353,3.16615,-0.25675,2.53772,-1.80289,4.58391,7.23663,4.16966,3.46265,3.45925,4.17706,3.67265,1.88596,-0.10826,3.52244,2.75178,4.02879,2.68422,3.77257,4.44717,4.48139,4.7945,4.07716,0.95434,1.69594,2.79621,3.85255,3.48322,2.78281,2.01051,0.12219,-2.59989,2.70886,1.54989,2.28069,1.84188,2.28778,2.70637,1.66747,2.24192,2.94538,2.29444,-2.7678,5.94548,2.06159
South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.38363,8.07975,8.16143,3.81492,-0.08401,5.36402,10.165,7.64379,11.49383,6.62637,5.21327,5.25227,3.01171,2.17658,1.15848,5.27988,6.67671,-4.35959,6.60446,5.47161,4.73113,3.70762,6.20343,-4.548,1.02744,6.07654,5.76703,6.47383,12.70815,9.31538,-0.01434,-11.9627,-7.84059,-1.95861,3.37287,-0.60088,3.79573,3.82529,5.49646,3.14464,6.82376,4.34406,-17.50219,6.5549,8.45873
Argentina,5.42784,-0.85202,-5.3082,10.1303,10.56943,-0.65973,3.192,4.8225,9.67953,3.04564,5.65813,1.62842,2.81175,5.5338,-0.02841,-2.01825,6.93415,-4.50612,10.22276,1.51878,-5.18979,-0.73566,4.34909,1.57074,-5.18902,6.15338,2.70487,-1.08993,-7.15695,-2.46721,9.13311,7.93729,8.20698,5.8362,-2.84521,5.52669,8.11105,3.85018,-3.38546,-0.789,-4.40884,-10.89448,8.83704,9.02957,8.85166,8.04715,9.00765,4.05723,-5.91853,10.1254,6.00395,-1.02642,2.40532,-2.51262,2.73116,-2.08033,2.8185,-2.6174,-2.00086,-9.94324,10.39825,5.24304
Aruba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.07843,18.64865,12.12984,3.9614,7.96287,5.88235,7.30769,8.2039,2.54714,1.18579,7.04687,1.99198,1.23804,7.61659,4.19596,-0.95777,1.12088,7.28103,-0.38493,1.13891,3.09672,1.83343,-11.68359,-2.7326,3.36678,-1.03538,6.42982,-0.02048,3.54363,2.11672,5.48237,5.25785,0.63503,-18.5891,17.17251,-
Bahamas,10.6671,10.45197,10.52406,10.50157,10.4256,9.07193,9.59811,8.42176,8.98166,-5.64965,1.62651,-3.49734,7.56757,-16.75423,-14.80313,5.18518,9.15493,14.17952,26.1393,6.49528,-9.22641,6.6989,3.59705,14.17115,4.82918,1.797,2.98452,2.30971,6.72733,-1.59625,-4.18178,-3.82558,0.30781,3.14892,4.37875,4.22353,6.87574,-4.5036,12.19752,4.14923,2.62516,2.70467,-1.26453,0.88274,3.39526,2.51685,1.44673,-2.32351,-4.17581,1.53839,0.61338,3.08688,-2.86329,1.8473,0.9968,-0.06701,2.41531,1.53324,-0.74398,-23.50818,16.98467,14.36896
Barbados,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.9,4.36021,3.64221,4.87694,7.89301,4.37306,-1.89975,-4.90094,0.50125,3.60037,1.09824,5.10417,2.59097,3.50538,3.6,-3.30759,-3.89991,-5.69252,0.79307,2.01078,2.014,3.97648,4.7401,3.72846,0.33466,4.44719,-2.36546,0.7874,2.17548,1.4116,3.95546,6.11271,2.07765,0.6401,-5.01774,-2.36516,-0.68778,-0.43268,-1.44741,-0.08726,2.47262,2.53302,0.45629,-1.02714,-0.13115,-13.31102,-0.18927,9.999
Belize,4.89228,4.89265,4.95643,4.99988,4.93054,4.77085,4.91312,7.36723,5.10637,4.80769,3.95944,10.2183,5.35189,13.55999,3.59282,-0.03402,6.49659,7.92081,7.51702,13.43668,1.13377,-0.10771,-2.14318,1.97207,1.01251,4.53946,10.7353,9.78771,13.00922,11.44339,11.45288,12.03758,6.2369,0.19734,0.64008,1.0274,3.58354,3.92707,8.95187,13.00578,5.04202,5.11304,9.33157,4.63075,2.19844,4.58534,3.2747,-1.51992,-0.45237,1.25635,-0.1056,3.85835,4.52926,4.08958,3.36763,0.11312,-1.69492,1.10345,4.50205,-13.40296,15.22111,12.12875
Bolivia,2.0893,5.57892,6.79763,3.9566,4.91344,7.17059,6.31722,8.52944,4.4741,5.23103,5.06334,7.96749,5.73916,2.93957,7.31102,4.61457,4.97122,2.05269,0.13334,-1.37177,0.27562,-3.93874,-4.04212,-0.20067,-1.67639,-2.57388,2.46348,2.9095,3.79013,4.63579,5.26653,1.6465,4.2693,4.66727,4.67828,4.36134,4.95421,5.02935,0.42689,2.50781,1.6838,2.48557,2.71134,4.1733,4.42143,4.79701,4.56438,6.1485,3.357,4.12672,5.20409,5.12228,6.79601,5.46057,4.85719,4.26392,4.19521,4.22362,2.21671,-8.73788,6.1058,3.07005
Brazil,8.6,6.6,0.6,3.4,2.4,6.7,4.2,9.8,9.5,10.4,11.34292,11.94035,13.96872,8.15394,5.16665,10.25713,4.93433,4.9699,6.75956,9.2,-4.25,0.83,-2.93,5.4,7.85,7.49,3.53,-0.06,3.16,-4.35,1.03219,-0.54407,4.92469,5.85287,4.22379,2.20886,3.39485,0.3381,0.46794,4.38795,1.3899,3.05346,1.14083,5.75996,3.20213,3.96199,6.06987,5.0942,-0.12581,7.52823,3.97442,1.92118,3.00482,0.50396,-3.54576,-3.27592,1.32287,1.78367,1.22078,-3.27676,4.98885,2.90053
Cayman Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.16263,-0.3574,-7.20048,-2.71564,1.16906,1.22975,1.27933,2.65453,2.83312,3.23997,3.18405,4.26727,3.91564,-5.10814,4.02866,-
Chile,5.24527,4.02669,5.84014,2.55722,0.95027,11.23624,3.616,3.59201,3.93798,1.82897,9.42269,-1.01995,-5.02925,2.38215,-12.9121,3.83258,10.44469,7.7011,8.4183,7.98662,6.52537,-11.01431,-5.01742,4.10368,4.00992,5.37769,6.46047,7.34511,9.92338,3.33357,7.80439,11.16671,6.58878,5.0302,8.9333,6.80292,7.39174,4.18089,-0.27363,4.97162,3.15403,3.2028,4.72325,6.67425,5.83705,6.04999,5.16823,3.78939,-1.11804,5.85165,6.2239,6.15534,3.30851,1.79265,2.15194,1.75304,1.3577,3.99003,0.74313,-6.14525,11.73743,2.4404
Colombia,5.08922,5.41189,3.28671,6.16694,3.60001,5.23674,4.13486,5.93312,6.10252,6.2078,5.96073,7.66915,6.72295,5.74576,2.32326,4.72837,4.15851,8.4699,5.37912,4.08735,2.27687,0.94842,1.57396,3.35068,3.10711,5.82408,5.36893,4.06417,3.4141,4.282,2.00161,4.04493,5.38541,5.81466,5.20244,2.05585,3.43029,0.56978,-4.20402,2.92486,1.6779,2.50398,3.91827,5.33302,4.82876,6.71687,6.73819,3.28345,1.13965,4.49466,6.94789,3.91264,5.13399,4.49903,2.9559,2.08738,1.35936,2.56432,3.18686,-7.2523,11.01619,7.49578
Costa Rica,1.87928,5.44239,6.89892,3.65905,8.19053,6.96932,5.65013,8.4733,5.4918,7.50313,6.77851,8.17805,7.70892,5.5449,2.10007,5.51756,8.90447,6.26769,4.93912,0.7519,-2.26166,-7.28557,2.86299,8.02411,0.7216,5.53625,4.76453,3.43215,5.66598,3.55306,2.26565,9.2011,7.09719,4.51903,4.15395,1.35046,5.47617,7.15531,4.21481,3.86872,3.49117,3.41688,4.31718,4.4246,3.97667,7.3267,8.21513,4.73817,-0.87346,5.36034,4.40316,4.88259,2.49477,3.54211,3.65208,4.20432,4.1577,2.6159,2.41751,-4.27335,7.7808,4.30502
Cuba,-,-,-,-,-,-,-,-,-,-,8.58386,4.82669,3.43449,0.98449,9.47643,5.42796,8.7095,6.596,1.08818,-4.84944,19.68833,8.91823,5.41147,7.92972,1.59667,0.0953,-2.40217,3.70554,0.68008,-2.94856,-10.6927,-11.5806,-14.87818,0.71693,2.4572,7.83875,2.78343,0.15915,6.18876,5.91476,3.18503,1.42482,3.79274,5.77054,11.20166,12.06586,7.26214,4.11683,1.45131,2.39035,2.8023,3.0149,2.7476,1.04758,4.43814,0.51376,1.80905,2.24848,-0.16484,-10.94834,1.25409,-
Dominican Republic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.53575,-18.35929,13.38318,10.82933,4.12768,2.55632,4.19665,1.42093,7.07336,6.30756,7.81662,-0.19114,5.41798,1.34776,2.02942,2.16141,0.03448,3.03086,3.1042,2.18563,3.77423,0.35408,2.34022,-0.06384,-2.828,6.35314,3.05069,0.65586,4.65946,6.35297,7.12106,-1.16959,0.67263,-0.22355,-1.059,-0.99994,4.75379,-2.7315,2.76365,-6.61899,3.54758,5.50248,-16.60491,6.89158,5.93893
Dominica,-2.31325,17.04724,6.5029,6.76487,-12.48183,13.46334,3.32754,0.23886,10.89145,18.22668,10.87147,10.39416,12.89576,6.0019,5.19325,6.72812,4.98178,2.14068,4.5314,7.96874,4.27987,1.69871,4.62795,1.2529,-2.12253,3.52199,10.11737,2.15596,4.40054,-5.45431,0.94414,11.22093,7.36451,2.60035,5.68543,5.97783,8.88527,6.71448,5.94005,4.66176,2.45952,4.4951,-1.34571,2.57013,9.42824,9.17436,7.41595,3.2095,0.94616,8.33965,3.13342,2.71737,4.87521,7.05046,6.92702,6.6592,4.6667,6.98253,5.05217,-6.72024,12.27199,4.85832
Ecuador,5.12441,4.91915,2.10637,7.40725,3.27508,-0.33953,4.62107,1.90944,4.66924,6.87193,6.29261,5.01764,13.95068,11.20851,10.97215,7.39719,1.60484,5.70682,3.73405,3.70868,5.61286,0.61485,-0.33687,2.62527,3.935,3.46478,-0.2591,5.89047,1.00578,3.67991,4.29134,2.11431,1.97322,4.25825,2.25255,1.73175,4.32786,3.26653,-4.73939,1.0918,4.01563,4.09678,2.72288,8.21102,5.29131,4.40353,2.19006,6.35713,0.56649,3.5253,7.86814,5.64196,4.94651,3.78887,0.09887,-1.22638,2.36839,1.28929,0.01211,-7.78761,4.23525,2.94767
El Salvador,-,-,-,-,-,7.16114,5.43685,3.23669,3.48542,2.9773,3.85826,6.11753,4.86167,5.336,2.92353,5.04926,6.78006,5.32277,-4.18027,-15.83686,-5.72099,-6.30847,1.53903,1.33526,0.61432,0.19467,2.50817,1.87818,0.96406,4.8329,1.49409,7.02196,5.81832,4.69206,4.73408,0.81146,3.13797,2.65228,2.16203,1.12791,0.87961,1.57292,1.56539,0.8894,2.70546,4.34835,1.85848,2.13055,-2.08611,2.10789,3.80688,2.82262,2.23562,1.70871,2.4,2.53906,2.24762,2.41244,2.45565,-7.87838,11.17802,2.60024
Grenada,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.3414,5.60208,-0.53478,1.53419,4.12426,3.63257,3.56847,5.97971,7.19427,9.09743,2.96679,3.76773,4.01261,1.38555,-0.85115,-1.95882,1.69356,2.12948,4.43823,5.01549,11.7535,6.89836,4.88795,-2.0239,3.43732,9.46397,-0.64745,13.27619,-3.99533,6.12345,0.94754,-6.61328,-0.51115,0.76477,-1.15484,2.3511,7.34212,6.44522,3.7396,4.43868,4.36144,0.67651,-13.75662,4.68748,5.8
Guatemala,4.29852,3.5365,9.54104,4.63299,4.36177,5.5121,4.11218,8.76604,4.73691,5.70788,5.58375,7.33305,6.78283,6.37503,1.94999,7.38727,7.80922,4.99669,4.71346,3.75998,0.64686,-3.53009,-2.57209,0.4967,-0.60934,0.14305,3.54398,3.89239,3.94259,3.10256,3.65825,4.83834,3.92713,4.03374,4.94855,2.95778,4.36409,4.99353,3.84706,3.60887,2.33257,3.83929,2.56038,3.13792,3.27603,5.3514,6.33772,3.29352,0.4769,2.88418,4.16391,2.97471,3.69482,4.44398,4.09217,2.6778,3.07985,3.40687,4.0179,-1.79186,8.00241,4.118
Guyana,4.68952,1.10493,-12.27866,11.36028,10.54102,5.23327,4.31362,1.02483,6.99439,4.25546,3.11285,-3.31767,1.24472,7.70284,8.48302,1.53691,-2.63868,-1.80619,-1.8357,1.73389,1.49617,-13.19013,-6.79239,-5.02874,2.39967,-0.9006,0.8994,-3.69353,-4.91667,-3.06748,6.05787,7.75789,8.17511,8.53242,5.03145,7.95552,6.18067,-1.6791,2.96015,-1.3638,2.27952,1.13263,-0.63223,1.56335,-1.95096,5.12961,7.19124,1.75522,3.61151,4.13844,5.19625,5.27633,3.6535,1.68603,0.68752,3.80792,3.73437,4.44101,5.35263,43.47956,20.06001,57.80022
Haiti,-2.93198,7.88758,-1.89279,-1.64736,2.1618,-0.57579,-2.11769,3.18162,3.81194,0.65115,6.48038,0.97711,4.75532,5.77989,1.12275,8.43884,3.70815,6.20886,7.56042,7.37469,-2.85271,-3.56375,0.90818,0.30092,0.60363,-0.4975,-0.79365,0.20043,-2.91342,1.03812,1.88054,-5.30993,-5.4263,-11.95063,9.89771,4.14077,2.70471,2.18184,2.71025,0.87006,-0.34275,1.05182,3.48078,-1.31786,3.07217,1.76875,4.70653,2.65803,5.89038,-5.65151,5.09821,0.50242,4.32478,2.88877,1.4,1.81247,2.51027,1.66781,-1.7231,-3.30551,-1.79824,-1.68198
Honduras,1.85566,5.76485,3.58044,5.41665,9.03716,5.37384,5.97754,6.59818,0.65544,3.62672,3.995,5.7623,7.86985,-1.22764,2.13068,10.50069,10.38389,5.96621,5.60993,0.59935,-1.22204,-2.07466,0.90569,6.3273,5.62623,5.33077,6.63836,1.74603,2.72785,2.79175,-3.31931,6.07369,6.49572,0.2119,6.1893,1.87078,4.59808,3.59023,-0.73565,7.29129,2.72319,3.75434,4.54704,6.2323,6.0506,6.56724,6.18833,4.2316,-2.43163,3.73114,3.83569,4.12869,2.79156,3.05808,3.84008,3.89297,4.84291,3.84499,2.65307,-8.96476,12.5341,3.99795
Jamaica,-,-,-,-,-,-,1.80864,5.74413,5.57467,12.06441,2.45807,18.00856,-5.48551,-4.22926,-0.25609,-6.69425,-2.59755,-0.0537,-1.06004,-5.71416,2.63945,2.06923,1.90908,-1.54235,-2.94364,1.88259,7.85035,3.9743,7.1733,4.20054,4.83824,1.95554,9.4171,1.38339,2.34996,-0.11373,-1.14046,-2.33455,1.04767,0.8787,1.34493,1.99729,3.66632,1.32373,0.8938,2.89913,1.43195,-0.81174,-4.3453,-1.45715,1.73038,-0.61364,0.51769,0.68982,0.92149,1.37522,0.99712,1.88992,0.89229,-9.9,4.6,4.2
Nicaragua,7.49774,10.8908,10.86548,11.69848,9.52516,3.30114,6.96951,1.34296,6.2377,1.35383,3.30476,2.22072,6.41701,14.19243,-0.15325,5.20945,8.36848,-7.8388,-26.47879,4.61173,5.36329,-0.81636,4.61321,-1.56609,-4.08185,-1.01731,-0.70635,-12.44982,-1.73822,-0.0525,-0.18928,0.38635,-0.39294,3.33773,5.91191,6.34427,3.96665,3.71168,7.03597,4.10159,2.96084,0.75394,2.52073,5.31217,4.2824,4.1532,5.0767,3.43637,-3.29356,4.41048,6.31748,6.49598,4.92679,4.78582,4.79206,4.56234,4.63141,-3.36319,-2.89649,-1.76626,10.3469,3.7511
Panama,10.92659,8.24474,8.53879,4.43213,9.16004,7.5814,8.55293,6.97739,8.44139,6.95923,9.61614,4.58281,5.36431,2.44832,1.74092,1.66446,1.09403,9.79264,4.51475,13.08448,9.20681,5.34846,-4.49136,2.70947,4.94223,3.56779,-1.80906,-13.37984,1.56225,8.09899,9.41901,8.20168,5.45574,2.85015,1.75168,4.0797,6.46099,7.3415,3.91721,2.71537,0.57427,2.22915,4.2055,7.52208,7.19128,8.65247,11.98399,9.85565,1.24299,5.82799,11.31363,9.77849,6.90395,5.06642,5.73305,4.95321,5.59115,3.68543,3.28187,-17.66833,15.83576,10.80937
Paraguay,6.90029,3.30026,4.71029,4.21248,6.16797,1.9915,9.15037,4.52707,4.70115,5.55343,5.53815,6.6313,7.30281,8.38153,6.85244,7.52595,11.49408,12.02873,11.86215,11.71215,9.17046,-1.39762,-3.04262,2.8166,4.52314,4.96484,7.5823,5.91537,6.9352,4.12328,3.49365,1.69643,4.93636,5.31792,6.82281,1.57379,4.24252,0.06804,-1.36608,-2.31414,-0.83405,-0.0214,4.32075,4.05742,2.13349,4.80712,5.42162,6.49629,-0.26114,11.09523,4.28637,-0.70804,8.29308,5.30124,2.95715,4.26803,4.81008,3.20425,-0.40186,-0.81979,4.01674,0.07544
Peru,7.3471,10.03529,4.32825,6.54787,5.62173,8.23892,3.85256,0.15224,3.51446,3.36595,4.59054,3.47754,6.27693,9.38683,4.30086,1.44711,0.34906,-2.6425,4.09075,5.94334,5.55204,-0.22272,-10.40809,3.60829,2.06113,9.42596,9.72615,-9.44127,-12.31204,-4.98256,2.21926,-0.54051,5.24358,12.30837,7.4114,2.79897,6.47682,-0.39154,1.49491,2.69437,0.61789,5.45353,4.16502,4.9582,6.28506,7.5289,8.51839,9.12657,1.09582,8.33246,6.32719,6.13972,5.85252,2.38216,3.25224,3.95332,2.51884,3.96935,2.24063,-10.86964,13.41753,2.68387
Puerto Rico,7.04174,8.32331,8.65105,7.06092,9.20484,7.49915,6.22322,5.18043,9.37523,8.39792,6.36545,7.17357,6.3449,2.91738,-0.65457,6.24309,5.95068,6.93195,7.90682,4.24347,1.14795,-1.55664,-2.34197,5.92869,3.09744,4.97737,5.769,5.88837,4.33495,-2.84054,2.30439,4.56405,4.64453,4.18596,4.54899,2.31371,4.88009,5.53073,5.3897,3.27196,6.31347,0.91646,0.05342,8.74868,-1.98694,-1.40941,-1.16281,-1.84413,-1.95243,-0.41325,-0.35851,0.02928,-0.30683,-1.19036,-1.04944,-1.263,-2.88595,-4.36061,1.67506,-4.20281,0.43265,3.36097
Saint Kitts and Nevis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9099,7.59768,8.44012,1.5469,0.54774,1.18672,8.86581,8.55007,10.85699,6.55035,9.22537,5.47979,4.87725,-1.86469,4.26897,6.80195,5.30172,5.38314,5.84284,6.82397,-0.48675,3.21989,10.04281,5.25345,1.36772,-3.93339,3.99635,9.73282,3.15038,0.6006,11.17853,-3.37931,0.04398,1.61661,-0.52576,5.70982,7.58148,0.71401,3.93,0.00751,2.05202,4.04706,-14.53053,-0.8801,9
Saint Lucia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.31194,3.79273,-2.22053,6.31025,2.08634,4.96538,7.26557,8.28777,14.40202,3.92373,13.89966,8.981,9.8907,0.37568,7.95308,0.5832,1.59856,1.74823,2.92259,-0.69413,6.28647,2.6706,0.04875,-3.40806,0.41645,4.26461,7.26741,-0.4103,6.19526,1.69162,4.94932,-2.8289,0.33043,4.32713,-0.11013,-2.00425,1.328,0.10112,3.42867,3.38779,2.88038,-0.64997,-24.36571,12.23194,15.4
Saint Vincent and the Grenadines,4.52728,3.69426,-6.26534,3.66973,0.88494,0,-9.52381,6.50971,2.86084,10.74589,2.96805,25.83149,-11.10134,-8.82059,-7.60871,10.37682,13.22941,9.77747,3.38222,2.44272,4.6139,4.47685,2.1686,6.58634,6.17935,5.59974,0.438,14.07469,1.40561,4.14919,1.13558,6.37794,4.25073,-1.24762,7.76665,1.28791,3.50515,4.09019,2.71031,1.63903,1.74823,5.34213,6.69134,4.1147,2.48856,6.99693,3.32297,0.40464,-1.37819,-4.47047,-0.60628,1.16911,2.46248,1.14576,2.78522,4.14957,1.54813,3.17538,0.66207,-3.73939,0.75373,4.95299
