Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Algeria,-13.60544,-19.68504,34.31373,5.83941,6.2069,-4.80497,9.45296,10.79624,8.43328,8.86266,-11.33172,27.42397,3.81318,7.49492,5.04534,8.38676,5.25859,9.21484,7.47783,0.79061,3,6.4,5.4,5.6,3.7,0.4,-0.7,-1.00001,4.4,0.8,-1.2,1.8,-2.1,-0.9,3.79999,4.1,1.1,5.1,3.2,3.8,3,5.6,7.2,4.3,5.9,1.7,3.4,2.4,1.6,3.6,2.9,3.4,2.8,3.8,3.7,3.2,1.3,1.2,1,-5.1,3.4,3.1
Angola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.4,0,4.2,6,3.5,2.9,4.08275,6.12889,0.04162,-3.4501,0.99136,-5.83828,-23.98342,1.33936,15,13.54437,7.27428,4.69115,2.18149,3.05462,4.206,13.66569,2.99,10.95,15.03,11.55,14.01,11.17,0.86,4.39838,3.47205,8.54211,4.95461,4.82256,0.94357,-2.58011,-0.14715,-1.31636,-0.70227,-5.63821,1.19921,3.0454
Benin,3.14128,-3.42641,4.73003,6.65076,5.29386,3.57586,1.0784,3.84234,2.8775,2.09776,-1.49684,6.42637,3.70617,3.33931,-4.89535,0.88436,4.98366,1.25508,6.53575,6.78176,9.95423,2.23507,-4.34782,7.92984,7.53032,2.17114,-1.5,3.40525,-2.85416,8.97613,4.2258,2.95771,5.83617,2.0204,6.0452,4.32428,5.73469,3.96101,5.34145,5.85771,5.33314,4.64303,3.44358,4.42968,1.71316,3.94374,5.98635,4.89658,2.31929,2.11406,2.96375,4.81122,7.19143,6.35768,1.77815,3.33967,5.67156,6.69726,6.86569,3.84879,7.15545,6.25324
Botswana,6.34328,6.66667,5.92105,6.8323,5.81396,6.34402,5.92456,10.56706,15.1234,17.12027,25.82111,26.36194,21.30318,8.7978,8.44625,10.64738,12.01204,14.3328,12.14859,11.9869,9.06486,12.16553,13.14673,8.54538,7.12527,8.17292,11.88193,19.44997,13.05941,6.77282,7.45871,2.91707,1.91611,3.62792,7.03041,5.8298,8.32589,0.44366,9.66724,1.9877,0.25057,6.06953,4.62589,2.70582,4.55665,8.36387,5.79256,3.25207,-14.14423,10.12221,6.83853,-0.1709,11.10282,5.69696,-4.85099,7.20182,4.11305,4.18985,3.03256,-8.72945,11.87036,5.78235
Burkina Faso,4.04393,6.1288,-1.26802,2.28282,3.76455,0.53761,8.82331,3.07077,2.02608,0.11702,1.41334,2.3115,0.44933,8.28643,2.99838,8.53489,0.37035,4.60782,3.66462,0.79688,4.2553,9.5622,0.34598,-1.7787,8.51736,7.95536,-0.23634,5.79559,2.15027,-0.60293,9.06998,0.23271,3.46138,1.31501,5.71637,11.01474,6.31683,7.30772,7.39524,1.88847,6.61341,4.35296,7.80249,4.47845,8.66187,6.25316,4.11138,5.79999,2.96195,8.44628,6.62256,6.45267,5.79258,4.32685,3.92123,5.95798,6.20349,6.60457,5.68812,1.93032,6.90634,1.4793
Burundi,-13.74614,9.06316,4.13541,6.27304,3.96723,4.61299,13.82152,-0.29788,-1.45954,21.32567,2.74683,-6.40396,6.88905,-0.72684,0.69792,7.94266,11.46945,-0.94058,1.66495,0.99106,12.16328,-1.0536,3.71533,0.15554,11.78318,3.25018,5.5031,5.03102,1.3495,3.49982,4.99684,1.01,-6.24,-3.83,-7.92,-8,-1.59,4.75,-1.01,-0.85686,2.05581,4.44652,-1.22373,4.83366,0.9,5.41381,3.45195,4.86172,3.81275,5.12416,4.0326,4.44671,4.92419,4.24065,-3.9,-0.6,0.5,1.60994,1.81257,0.32716,3.1,1.849
Cameroon,1.18368,3.04156,3.74255,3.54716,2.02605,4.61496,-10.91207,6.34632,4.90148,3.09207,3.47971,2.67384,5.35568,10.73426,11.24506,-5.49514,13.73987,22.003,6.03512,-1.96529,17.08268,7.5162,6.86683,7.47457,8.06316,6.77166,-2.14665,-7.82363,-1.81912,-6.1057,-3.8086,-3.1,-7.93207,1.87681,2.894,4.21507,4.52731,4.72553,4.5113,3.83242,4.32426,4.47703,5.45315,7.04886,2.22827,3.80958,4.32759,2.84768,2.57925,2.89902,3.37921,4.62598,4.99553,5.71982,5.66695,4.53579,3.54118,3.95551,3.47506,0.25993,3.64992,3.54098
Cabo Verde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.45156,2.82503,9.52075,3.78327,8.64209,2.87146,4.30906,5.99685,5.69795,0.69217,1.40415,10.93765,8.70831,19.18264,14.21164,11.34652,11.11843,12.51729,11.22265,14.28487,2.23165,5.25089,4.17626,10.19707,6.91246,7.98375,15.17069,7.03901,-1.50359,1.83642,3.92472,1.08365,0.63214,0.69667,0.93603,4.28071,4.55131,3.70696,7.63608,-19.30282,6.81118,17.71418
Central African Republic,4.95355,-3.7138,-0.70701,2.08032,0.94758,0.64478,4.67661,1.40411,7.09154,2.33288,1.1302,-0.00087,1.88894,6.33903,0.40499,5.43252,3.80623,1.20924,-2.46514,-4.47864,-1.54447,7.71578,-8.12651,9.48173,3.92722,3.57798,-4.93899,1.71017,1.97727,-2.14753,-0.55254,-6.42408,0.33528,4.89995,7.20005,-4.00009,5.29994,4.70014,3.59997,-2.48943,4.46474,3.61654,-5.39749,5.99488,0.90821,4.77109,4.60753,2.05413,8.58726,4.63082,4.19462,5.05376,-36.39198,0.08107,4.33712,4.75032,4.52728,3.78944,3.1,0.9,0.9,0
Chad,1.39774,5.36012,-1.59945,-2.51094,0.60623,-1.80709,0.7672,-0.45722,6.88131,1.85966,-2.24763,1.14962,-8.38088,4.96185,9.01027,2.98077,2.23462,-0.46963,-21.44109,-6.04767,1.04292,5.34661,15.67872,2.0489,21.79277,-4.08167,-2.38881,15.48236,4.88474,-4.17847,8.53514,8.00144,-15.70984,10.13689,1.23655,2.21447,5.65339,6.95158,-0.68285,-0.87968,11.65813,8.49121,14.72167,33.62937,17.33253,0.64826,3.2715,3.05269,4.2177,13.5501,0.08287,8.88258,5.7,6.89999,2.76768,-6.25553,-2.9887,2.37404,3.24718,-1.60001,-1.19999,2.23598
Comoros,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.86493,6.38332,4.8214,4.1103,2.27996,1.86761,1.63778,2.68738,-3.18026,5.09124,-5.39564,8.53098,3.00606,-5.27678,3.61021,-1.29169,4.03015,1.28252,1.92441,10.84788,2.33291,2.32494,2.10387,1.91966,2.83755,2.64696,0.80004,3.96461,3.24074,3.77777,4.14351,3.16841,4.46625,2.10666,1.14735,3.32045,3.81576,3.64245,1.76078,-0.19556,2.1122,2.38768
Congo,8.35073,5.20231,-4.0293,3.8168,3.67647,1.35898,2.11627,7.63133,7.54853,6.35847,7.75304,8.61755,8.23119,7.88552,7.7316,0.91629,-8.95343,6.35975,9.81322,17.63661,17.61972,23.5977,5.85396,6.97613,-1.18566,-6.86153,0.18938,1.76626,2.59988,1,2.39537,2.61195,-0.97968,-5.49308,3.98532,4.29048,-0.62481,3.73755,-2.5822,7.57598,3.8026,4.58187,0.81326,3.47663,7.75576,7.98624,-6.61399,6.30638,11.63729,9.93127,2.20592,9.94715,-0.71243,6.71668,-3.55058,-10.78324,-4.38253,-4.80535,-0.08689,-6.23932,-2.2,1.54795
Democratic Republic of the Congo,-10.85138,21.2007,5.21399,-2.44022,0.99735,6.77549,-0.98574,4.3327,9.32884,-0.24506,6.00502,0.15114,8.13728,3.13059,-4.98163,-5.309,0.76079,-5.34529,0.43009,2.19491,2.35052,-0.45768,1.4117,5.54107,0.46785,4.71721,2.67564,0.47038,-1.26605,-6.56831,-8.42105,-10.50001,-13.46905,-3.9,0.7,-1.02317,-5.61705,-1.62415,-4.27014,-6.91093,-2.10017,2.94777,5.57782,6.73837,6.13515,5.32098,6.25948,6.22589,2.85506,7.10798,6.87467,7.0869,8.48196,9.47029,6.91617,2.3994,3.72695,5.82112,4.38453,1.73542,6.20015,8.92445
Cote d'Ivoire,9.93256,1.22699,14.49036,17.61309,-3.10965,11.57736,4.59815,12.54825,9.53922,10.37503,9.45664,4.23663,5.9392,4.32738,8.25289,12.9164,7.31446,10.90945,2.39441,-10.9577,3.5005,0.20082,-3.90024,-2.70126,4.50122,3.25935,-0.34897,1.13648,2.948,-1.09591,0.04093,-0.24456,-0.19249,0.81121,7.12574,7.72933,9.64884,4.26391,1.16686,-0.26579,-2.15401,-2.73053,-4.72587,3.18504,0.99607,2.81558,1.10143,4.78267,3.60332,6.84805,-5.37045,7.62041,10.76021,9.372,7.19495,7.17276,7.41076,4.84315,6.51829,1.73762,7,6.74133
Djibouti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.06154,7.52611,7.12343,5.45809,4.77442,5.54513,1.20202,4.8,3
Egypt,5.16111,3.87562,10.51809,11.50758,4.91404,5.0464,0.80526,-1.60679,5.27952,5.59852,4.05735,3.05568,3.50683,1.55894,8.93915,13.27969,9.00304,8.62877,4.54769,10.01133,7.34855,9.90717,5.09441,9.74576,5.79151,4.74453,3.83275,5.46132,4.92087,5.66703,1.1254,4.47286,2.90079,3.97317,4.64246,4.98873,5.49235,5.5755,6.05344,6.37,3.53525,2.3902,3.19345,4.09207,4.47174,6.84384,7.08783,7.15628,4.6736,5.14723,1.76457,2.2262,2.18547,2.91591,4.37202,4.34664,4.18122,5.33111,5.55209,3.55016,3.29065,6.58785
Equatorial Guinea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.76942,2.20168,5.00439,1.01138,12.90518,-2.33056,4.43674,2.65526,-1.22918,-1.75856,-1.02224,34.74532,11.03321,16.66884,17.48626,66.58,149.97296,23.77448,25.66402,18.21378,63.37988,19.46283,13.95525,37.99873,16.7487,7.70492,15.28211,17.79911,1.34336,-8.92418,6.52392,8.31287,-4.1332,0.41507,-9.11004,-8.81642,-5.66751,-6.23654,-5.48183,-4.24148,-0.94538,3.1458
Eritrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.45476,21.22141,2.85838,9.25884,7.90868,1.77258,0.01348,-3.14199,8.75544,3.00543,-2.65552,1.45174,2.57445,-0.96922,1.42682,-9.78303,3.8765,2.19419,8.6798,-,-,-,-,-,-,-,-,-,-,-
Ethiopia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.91601,8.23501,-2.84802,-11.14435,9.66161,13.85933,0.50367,-0.36104,2.72645,-7.13748,-8.67248,13.14283,3.18996,6.12751,12.42617,3.13391,-3.45814,5.16215,6.07322,8.30131,1.51473,-2.16136,13.5726,11.81877,10.83473,11.45617,10.78852,8.80255,12.55054,11.1783,8.64781,10.58227,10.25749,10.39246,9.43348,9.56419,6.81615,8.36409,6.05953,5.64153,5.3171
Gabon,14.76684,7.44921,6.09244,4.55445,8.33334,4.508,4.11515,2.5088,8.08291,8.67934,10.25873,11.33697,10.18243,39.4871,19.19011,35.62534,-12.58209,-24.04921,0.47441,2.55294,5.09533,-3.09752,5.60824,7.5089,-2.33295,-0.8036,-17.14604,12.84535,8.54531,5.19224,6.1125,-3.09015,3.94656,3.71275,4.97385,3.62505,5.73837,3.47783,-8.93262,-1.88297,2.13523,-0.24903,2.24733,0.68954,2.6762,-2.80658,6.00811,-3.30843,0.13033,7.08989,7.09175,5.25108,5.6387,4.31496,3.8789,2.09144,0.47264,0.83792,3.92081,-1.83776,1.46796,3.03694
Gambia,-,-,-,-,-,-,0,9.57614,2.43552,6.15385,-0.06588,0.2417,9.25033,5.87879,12.39343,7.35123,3.43958,6.31645,-1.32818,6.27008,3.32189,-0.76458,10.88323,3.53526,-0.81226,4.09107,2.45433,4.47683,5.89572,3.55888,3.10704,3.37869,3.0121,0.15435,0.88185,2.22355,4.9,3.5,6.4,5.5,5.8,-3.25,6.87,7.05,-2.35173,-0.55558,3.04325,6.25591,6.66572,5.90834,-8.13044,5.24157,2.87277,-1.40738,4.05807,1.94336,4.82261,7.23489,6.22205,0.59149,4.26549,4.92373
Ghana,3.42967,4.10916,4.40597,2.20933,1.369,-4.25829,3.07536,0.36886,6.00617,9.72347,5.21612,-2.48766,2.88458,6.85252,-12.43163,-3.53018,2.27411,8.47594,-2.51494,0.4717,-3.50307,-6.92365,-4.56374,8.64757,5.09162,5.19916,4.7949,5.62817,5.08587,3.32882,5.28183,3.87942,4.85,3.3,4.11242,4.60246,4.19636,4.70039,4.4,3.7,4,4.5,5.2,5.6,5.9,6.39991,4.34682,9.1498,4.84449,7.89971,14.04712,9.29279,7.31253,2.85624,2.12076,3.37347,8.12889,6.20008,6.50777,0.51394,5.35648,3.23971
Guinea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.29994,6.30812,4.00348,4.32406,2.61342,3.27095,5.04414,3.9701,4.60767,4.46158,5.1816,3.64412,3.812,2.50306,3.65835,5.16461,1.2486,2.34012,2.99727,1.1896,6.81747,4.13302,-1.12264,4.81336,5.61211,5.91529,3.94569,3.69655,3.82591,10.82063,10.30001,6.35849,5.61691,4.92027,3.9,4.7
Guinea-Bissau,-,-,-,-,-,-,-,-,-,-,-3.91097,6.37486,1.10989,4.55924,7.84558,4.94346,-7.17007,13.12604,1.99414,-15.95265,18.16753,4.20008,-3.39829,9.10922,4.16649,-0.79385,2.9,4.6,6.1,6.1,5.1,1.1,2.1,3.2,4.4,11.6,6.5,-28.09998,1.02554,5.42699,2.18891,-0.98518,0.56851,2.7614,4.2661,2.30936,3.26296,3.20357,3.36897,4.61097,8.08478,-1.71268,3.2559,0.96456,6.13408,6.26281,5.91918,1.28374,4.5,-2.4,3.8,3.50005
Kenya,-7.77463,9.45736,8.77834,4.96447,2.00909,14.72857,3.36123,7.98269,7.95922,-4.65545,22.17389,17.08243,5.89658,4.06562,0.8822,2.15396,9.4538,6.91249,7.61523,5.59198,3.77354,1.50648,1.30905,1.75522,4.30056,7.17756,5.93711,6.20318,4.69035,4.19205,1.43835,-0.79949,0.3532,2.63278,4.40622,4.14684,0.4749,3.29021,2.30539,0.5997,3.77991,0.54686,2.93248,5.1043,5.90667,6.47249,6.85073,0.23228,3.30694,8.05847,5.12111,4.56868,3.79785,5.02011,4.96772,4.21352,3.83796,5.64795,5.11416,-0.27277,7.59049,4.84663
Lesotho,1.8648,15.33181,10.61507,8.25112,2.15411,-0.40552,10.91206,-0.36712,1.54754,2.17707,5.11372,-0.20271,26.40488,10.98009,-13.5135,11.04913,21.80903,18.31687,2.89392,-2.74478,0.69464,4.4572,1.98617,5.5349,2.61025,4.68486,0.72973,8.60192,5.79524,6.04547,6.96661,6.95636,3.50977,5.97987,3.29094,5.59704,3.7036,1.53766,0.47603,3.87555,3.56158,0.72384,4.55978,1.69237,3.46612,4.23009,4.18791,5.52203,-1.25551,5.26628,4.61425,6.33482,1.79253,1.71054,3.12756,3.6054,-3.13817,-1.48063,-0.76423,-5.6194,1.55768,0.59192
Liberia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.92027,3.76302,-30.14513,2.61985,5.28121,8.04391,9.53528,7.14569,5.30054,6.09983,8.20077,7.99381,8.68729,0.70139,-0.01856,-1.55496,2.45516,1.15758,-2.4673,-2.98249,4.98671,4.80811
Libya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.67927,-1.76284,-0.9589,13.01604,4.46164,11.87076,6.50053,6.22998,-0.16205,-4.40018,5.02725,-50.33852,86.82675,-17.99796,-23.04281,-0.84266,-1.49094,32.4918,7.94137,-11.19569,-29.78715,31.37252,-1.23698
Madagascar,2.04863,2.27107,-0.9294,3.96252,-0.45225,2.06455,5.52857,6.82879,3.72122,5.27646,3.92937,-1.27262,-2.61848,2.00688,1.25869,-3.06886,2.364,-2.66181,9.85465,0.95271,-9.8,-1.9,0.9,1.76018,1.15634,1.96022,1.17491,3.40693,4.07488,3.12891,-6.30635,1.18088,2.09992,-0.0421,1.67859,2.1542,3.69349,3.91707,4.69923,4.45686,5.98024,-12.40797,9.78489,5.257,4.75585,5.39851,5.71056,6.71263,-3.97871,0.61924,1.57843,3.01115,2.30038,3.3392,3.1323,3.99315,3.93331,3.19436,4.41123,-7.13767,5.73962,3.7962
Malawi,7.6396,0.66836,-1.39108,2.6611,13.61649,13.24904,7.28155,-1.92308,5.88236,0.4793,16.21856,6.23135,2.30066,7.17596,6.08682,4.99773,4.91803,9.74507,4.39615,0.40675,-5.29012,2.50345,3.71871,5.3603,4.57098,-0.2148,1.62524,3.17729,1.34469,5.69229,8.73023,-7.33298,9.69184,-10.24018,16.72882,7.31668,3.79242,3.89525,3.04228,1.57608,-4.97496,1.7,5.70564,5.4205,3.26873,4.7,9.6,7.63974,8.32811,6.87407,4.93267,1.9,5.41035,5.62527,2.8,2.5,4,4.39169,5.44818,0.8,2.7514,0.92344
Mali,-,-,-,-,-,-,-,3.70841,0.231,6.13695,2.569,5.84402,-1.45512,-1.52883,11.62505,13.62344,6.34865,-1.46348,10.39568,-4.32584,1.5088,-7.37843,1.82087,-0.28701,20.28663,2.69262,-0.13916,7.38972,4.17739,-2.5024,11.7452,-3.21866,3.17217,3.77993,0.92102,7.05579,4.82902,7.57167,5.70094,-0.06083,15.37624,3.10631,9.11904,1.56,6.53478,4.66219,3.49362,4.77315,4.80632,5.31394,3.21313,-0.83673,2.29507,7.08468,6.1718,5.8523,5.30546,4.74648,4.75616,-1.23545,3.05261,3.68748
Mauritania,-,0.72661,-1.98377,27.69089,16.13833,0.23096,3.56713,10.19644,1.24853,11.98593,1.84289,-0.73291,-4.58476,12.16261,-5.13437,8.5461,-1.87859,-0.50471,4.79004,3.37121,3.45029,-2.33992,3.73534,-3.22686,2.99476,5.71358,1.90038,1.7204,4.77759,-1.7713,1.78809,1.87413,5.87364,-3.06073,9.8198,5.81883,-4.0447,2.7778,3.67318,-3.91803,-0.79949,1.38148,6.92827,4.73276,8.56629,18.3332,-1.96942,-0.33108,0.09788,2.62023,4.17278,4.47001,4.15081,4.27482,5.37634,1.26091,6.27055,4.77217,5.29664,-0.93852,2.44537,5.2
Mauritius,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.54762,3.83081,3.51653,-10.06126,5.88235,5.49708,0.3838,4.69839,6.95448,9.74203,8.89104,6.79135,4.46515,7.18674,4.43545,6.5127,5.08206,4.13614,4.28774,5.58784,5.68748,6.07194,2.61093,8.20279,3.34754,1.61492,5.92545,4.33002,1.77754,4.86554,5.72702,5.38696,3.31508,4.3772,4.07754,3.49612,3.36041,3.82697,3.69056,3.86247,3.93798,4.00674,2.89128,-14.5974,3.39938,8.69074
Morocco,-,-,-,-,-,-,10.02884,9.89174,8.36217,4.71346,5.59689,2.43724,3.55931,5.59605,7.55822,10.81278,6.05917,2.23266,4.79379,3.64216,-1.74343,8.95737,1.38657,6.41839,6.00765,9.27111,-0.325,11.87524,2.8462,3.41181,7.21609,-2.09774,-0.74059,10.588,-5.40545,12.37288,-1.5607,7.23855,1.69706,2.58218,7.72183,3.7302,6.1711,4.57138,3.19225,7.79082,3.44107,5.68454,3.74577,3.49956,5.52465,3.06234,4.12221,2.71924,4.34458,0.52119,5.0579,3.06564,2.89097,-7.18708,7.92967,1.07997
Mozambique,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-6.9,-15.7,-6.5,1,-2.3,14.7,8.2,6.5,0.99999,4.92545,-6.12472,10.59853,6.5334,2.25976,11.20252,11.30107,9.93125,11.69852,1.1803,12.08687,9.29105,6.87853,7.91641,6.64591,9.69437,7.72975,7.31776,6.3182,6.50235,7.41738,7.25844,6.96361,7.39851,6.72328,3.82421,3.74132,3.44381,2.31444,-1.19855,2.32752,4.14841
Namibia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.97145,-0.39809,-1.82345,-0.23689,0.46417,4.76727,3.55377,0.81315,1.85867,2.04746,8.16561,7.18934,-1.57954,1.72988,3.89901,3.19132,4.2201,3.29159,3.36928,3.49218,1.17795,4.78866,4.23979,12.26955,2.52926,7.07318,5.37404,2.64981,0.29597,6.03925,5.09134,5.06168,5.61472,6.09252,4.26417,0.03379,-1.02725,1.05994,-0.83915,-8.1014,3.52466,4.56029
Niger,4.54639,10.27871,9.42823,0.13104,6.91976,-0.3825,0.12287,0.38349,-5.48595,3.05578,5.67932,-5.16627,-17.04758,8.77524,-2.79319,0.6782,7.76458,13.47261,7.147,-2.45504,-0.17767,2.17446,-3.86363,-16.81984,7.71813,6.35214,0.08828,6.87115,0.95705,-1.30848,-0.43949,2.00075,0.32166,1.85478,2.45724,0.10053,1.52748,9.97261,-0.21956,-1.20848,7.26813,4.91847,2.17061,0.3638,7.33187,5.93105,3.14272,7.73141,1.9626,8.57817,2.35776,10.54894,5.31513,6.64214,4.39265,5.74089,5.00136,7.2108,5.9414,3.55023,1.38713,11.5
Nigeria,0.1918,4.10299,8.57862,4.95049,4.88498,-4.25051,-15.74363,-1.24836,24.19738,25.00724,14.23753,3.36426,5.39276,11.16067,-5.22775,9.04235,6.02412,-5.76416,6.75943,4.20483,-13.12788,-6.80339,-10.92409,-1.11562,5.91303,0.06095,3.20013,7.33403,1.91938,11.77689,0.35835,4.63119,-2.03512,-1.81492,-0.07266,4.19592,2.9371,2.58125,0.58413,5.01593,5.91768,15.32916,7.34719,9.25056,6.43852,6.05943,6.59113,6.76447,8.03693,8.00566,5.30792,4.23006,6.67134,6.30972,2.65269,-1.61687,0.80589,1.92276,2.20843,-1.79425,3.64719,3.25168
Rwanda,-4.29753,11.3338,-9.82044,-12.46499,7.00953,7.00891,6.91602,7.01378,11.00737,6.00143,1.20664,0.26307,3.43809,1.40982,-2.11383,19.50458,1.99411,9.15084,11.86991,8.95161,5.4362,1.81085,5.98035,-4.24077,4.40275,5.47214,-0.02404,4.49882,-0.03653,-2.39929,-2.51438,5.87273,-8.10869,-50.24807,35.22408,12.7457,13.84975,8.85867,4.35189,8.37092,8.48454,13.19207,2.2024,7.44769,9.3779,9.22707,7.63328,11.16126,6.24826,7.33465,7.95838,8.64152,4.71986,6.16716,8.85685,5.97076,3.93661,8.53984,9.46403,-3.37399,10.87673,8.15749
Sao Tome and Principe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.36019,8.29152,3.53791,6.61462,8.86611,3.64147,6.22879,2.42628,6.67198,4.3982,3.14198,4.81479,6.54993,3.91134,4.16477,3.84898,2.94527,2.21086,3.02457,1.87792,0.92714
Senegal,2.99345,-0.13624,1.86448,3.88393,1.33219,2.87676,-1.21979,6.29077,-6.55414,8.56205,-0.14045,6.38321,-5.58324,4.20078,7.53566,8.9205,-2.68291,-3.95393,7.00169,3.98776,5.18023,8.01038,-5.64746,3.93584,3.46308,3.12699,6.25586,-0.81658,3.97378,-0.74628,2.65996,1.32023,1.36021,-0.04752,5.46858,2.01998,3.0456,5.89848,6.28331,3.88721,4.31085,0.0687,5.59395,4.64329,4.31024,2.33077,2.82712,3.70317,2.7521,3.39089,1.33409,4.003,2.41239,6.22407,6.36704,6.35607,7.40749,6.20924,4.61363,1.34207,6.53967,4.15386
Seychelles,-4.88228,8.40858,10.1356,5.91925,-1.06057,13.89651,0.50474,7.55324,0,8.87187,15.85178,6.30831,9.05419,1.30285,3.17741,16.27765,-6.19023,21.15169,15.79434,-5.10068,-3.87678,-2.07107,-0.61624,4.30562,10.29374,0.76195,4.87455,5.32641,10.28565,7.45477,2.76043,7.17304,7.30337,-2.43657,0.48504,9.99795,12.19364,2.46744,1.87201,4.2532,-2.27116,1.21283,-5.88713,-2.85045,9.00576,9.40613,8.87607,-2.72595,-2.47938,4.50513,9.50978,3.11068,1.25373,4.06369,4.19459,5.10483,2.78394,3.70943,4.87695,-8.64921,5.4,8.8
Sierra Leone,1.80904,4.54097,1.69972,6.68524,7.18016,1.7,0.03628,2.01992,8.52545,8.62049,3.46592,0.90023,2.25662,3.49983,1.66922,-0.44918,0.04668,2.40633,4.51127,4.8435,2.88143,4.78176,-2.1028,4.09303,-5.31134,1.23605,7.23127,-7.08,0.73,3.35,2.35196,-19.01291,1.37455,-1.94739,-7.99975,1.75382,-5.87708,1.78501,-1.97929,6.65273,-6.34546,26.52413,9.48363,6.47885,4.3535,4.28311,7.97657,5.43589,3.20943,6.63749,6.00983,15.20175,21.07901,4.55925,-20.49107,6.34673,3.7538,3.4729,5.25375,-1.96849,4.1047,3.50074
Somalia,-3.26198,7.07666,2.8088,-6.11062,-5.94368,9.09865,5.94094,2.02998,-1.69957,4.58141,2.62902,10.10085,-1.9513,-18.26638,30.0737,-1.01672,23.30749,3.72749,-2.70847,-3.90139,5.6627,4.07229,-8.75367,3.55495,8.15244,3.35276,5.0969,-0.55327,-0.17591,-1.48408,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.7942,15.04994,8.53229,2.34958,7.53097,7.45652,2.48937,4.04911,4.79878
South Africa,3.84473,6.17793,7.37371,7.93961,6.1228,4.43839,7.19652,4.15337,4.7159,5.24866,4.27893,1.65483,4.57194,6.11112,1.69543,2.24986,-0.09398,3.01448,3.79052,6.62058,5.36079,-0.38342,-1.84656,5.09915,-1.21154,0.01785,2.10073,4.20011,2.3948,-0.31776,-1.01824,-2.13703,1.23356,3.2,3.1,4.3,2.6,0.5,2.4,4.2,2.7,3.70037,2.94908,4.55456,5.27705,5.60381,5.36047,3.19104,-1.53809,3.03973,3.16856,2.39623,2.48547,1.41383,1.32186,0.66455,1.15795,1.52233,0.30345,-6.34247,4.9131,2.0423
South Sudan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.04164,5.49342,-4.64032,-46.08212,13.12973,3.37365,-10.79336,-,-,-,-,-,-,-
Sudan,0.02239,6.91584,-2.84697,-1.12045,6.77707,-3.57515,1.42408,1.96322,1.38935,5.92507,2.24731,-5.07099,0.6322,11.44529,15.71347,16.66522,6.22385,-5.93099,-5.0186,1.52431,7.43756,5.95867,2.0625,-5.00891,-6.28104,5.41381,14.22088,-0.33109,8.93139,-5.47005,7.51091,6.57786,4.56875,1.00623,5.99709,5.91912,18.31266,4.3085,3.1041,6.34587,6.50036,6.00647,6.28881,5.14089,5.64352,6.53141,5.73527,3.84674,-2.7677,3.85824,-3.21353,-17.00469,1.95514,4.66138,1.91018,3.46764,0.70926,-2.68093,-2.17825,-3.6298,-1.86852,-0.95341
